lgb_lr,lgb_leaves,lgb_estimators,lgb_subsample,lgb_colsample,lgb_min_child,lgb_alpha,lgb_lambda,cat_lr,cat_depth,cat_l2,cat_estimators,cat_subsample,xgb_lr,xgb_depth,xgb_estimators,xgb_subsample,xgb_colsample,xgb_alpha,xgb_lambda,mlp_units,mlp_lr,mlp_alpha,mlp_patience,mlp_maxit,ridge_alpha,value_rmse,number
0.04255585312680966,225,744,0.5489726666876845,0.8589225104590996,37,0.00196157941406142,0.011055001128031426,0.1837594617901584,10,4.778766768453308,198,0.8853620750001084,0.1957900318348974,9,303,0.8531140991357019,0.8219504122722553,0.0002596005374405406,0.00044278045474568814,92,0.0005443321325266959,0.0010375229591352965,15,209,0.005289386353875483,0.26247619371741454,39
0.07522849318082377,242,677,0.8955307715143364,0.9267681434513095,44,0.0002040991932474765,0.09522741430870774,0.01270718011091468,12,2.5997646201506615,433,0.9734646600460231,0.01005158804312145,4,502,0.9664847208849051,0.7354128228743242,0.00013944383364035426,3.2778522020224e-05,61,0.0010774751498700004,0.0001593766694186853,11,241,0.0012047780931077367,0.266170359501205,40
0.02355884871839862,213,552,0.8731910005289258,0.6572654798450547,34,5.6909162090491345e-05,0.02651968479682297,0.24868501166877166,11,1.9715558037907324,798,0.6099208281204539,0.016771425957526568,3,182,0.7336764881213903,0.8708225141498216,1.2374382445613566e-05,0.00011549334433215226,116,0.009186773545277064,0.0005006534888600724,14,192,0.042389962776702275,0.26246910035464843,41
0.02931415270628277,255,507,0.8532156030610701,0.7629744134923814,39,3.173013392176919e-05,0.05169529717004357,0.21945285945669674,11,3.8857187853400563,760,0.5967363201447322,0.01801296991969696,3,204,0.6653975557913248,0.9252178212970646,2.8052769777713196e-05,0.0001322163554575725,111,0.005223894219069661,0.0018247791528732385,14,197,0.004164607555037169,0.26206192705594666,42
0.014968728918258414,227,614,0.8170842797196157,0.6763554303495828,32,9.32585616210832e-05,0.023944273172728507,0.14169762480408818,10,2.037181598513861,725,0.5016743467279233,0.026888420214343227,3,257,0.7077819447655593,0.7811678945627242,0.0020078548708014742,1.8957732076524945e-05,102,0.003307798164472747,0.0009553596119111143,14,226,0.1714154974620221,0.2628370288688573,43
0.049479579628090874,241,560,0.7749658721950278,0.7193919380416456,27,1.4955908787281245e-05,0.009809022831683202,0.26462209522872293,11,3.002556221729707,687,0.6661236311473544,0.03979951216409572,4,157,0.7834645381824874,0.953230837429536,2.4423848606311685e-05,6.478531750174881e-05,124,0.0015525471370176607,9.171300847309711e-05,15,202,0.09209646805986925,0.26080485576260726,44
0.04590319277092442,233,496,0.7638232723978032,0.8006200127872185,19,1.3381880467113512e-05,0.009213452885463595,0.2897576836449207,9,1.0038941331238056,620,0.6815687346334205,0.06980066994865951,4,153,0.9328044814293086,0.9546272217567014,6.838253869109838e-05,6.401248728991783e-05,124,0.001563001237058956,7.180183204134767e-05,15,213,0.01606979746908987,0.2621044368363127,45
0.05124967646339839,244,445,0.6923691932320626,0.7267762397403594,27,1.604927942253386e-05,0.005000179888057933,0.07921974398083104,12,9.621042225468527,688,0.6868680238749769,0.045299685590493854,5,421,0.7853453667484285,0.9379030037918822,0.00039926871494647267,0.00017111805096472037,70,0.0019733394236948667,0.0001071006078601078,15,202,0.10170728740240742,0.2618457839344733,46
0.09186492279150194,191,365,0.7397133485716186,0.8235269770777306,20,0.00014394486104916062,0.018123264937337166,0.1879041210148856,10,2.96083646083383,584,0.6559348102848936,0.03918937386039279,4,292,0.9109672929660475,0.9668600885535917,0.00019238040914072553,0.00031153665039569385,82,0.00034107911287344826,9.194258512609788e-05,15,175,0.9644233660867173,0.2622402207224354,47
0.035125771356372036,222,565,0.5012106693917137,0.5274430912177772,31,3.256721956327744e-05,0.06091220652955885,0.005549006184049721,9,3.4604286346260063,755,0.7164080664685701,0.006448359607812508,8,362,0.8288254153722086,0.894100409157617,0.0048925643174447565,1.7322872849741653e-05,53,0.0011603568497520129,5.933472607164887e-05,10,233,6.271811892826779,0.26436524832264785,48
0.05489365768153889,174,608,0.6693333168348592,0.7028252568694768,17,1.0077680146902009e-05,0.0064720764791823295,0.10478796716292434,11,4.051551982898164,667,0.5747700871756422,0.011356209280439185,5,522,0.6359884559391805,0.8333556247138202,0.058162775812990106,4.8747848511666914e-05,120,0.0001195877158136403,0.0001847229044125096,13,222,0.4484135620084089,0.26030769681907895,49
0.06500375761603107,168,612,0.6705307496985675,0.640739089647643,17,1.2432549764055242e-05,0.006150331906455175,0.10311356040932479,10,8.057975176048533,673,0.5451251110589181,0.00907743156032936,5,527,0.6367835020448825,0.8296970809621769,0.05650489422459943,3.5220847570439693e-05,122,0.00011473422529322055,3.423418226944821e-05,12,219,0.6462898953330185,0.2612404515391792,50
0.0697934933454937,141,613,0.6444025487670286,0.6375852904977565,17,1.301282421938574e-05,0.007623461511249027,0.102224439825273,10,8.2802704022359,660,0.5573754002188492,0.008868508833518536,5,519,0.63388852911955,0.8294838395186358,0.09678334140625111,5.1408303084064675e-05,120,0.00012197799277650281,3.777175493763144e-05,13,222,0.5284159093097587,0.2614665195639656,51
0.07862261950797904,138,665,0.6755212109995333,0.643900746494137,16,1.0776648862558132e-05,0.002052243411406931,0.11026493662850578,10,8.12069116189427,543,0.5593205074312502,0.008228064074895866,5,523,0.6205326395466118,0.8146005703295367,0.09245597074427038,4.2044783315738085e-05,121,0.00012086410493440357,3.127615852759301e-05,12,219,0.4503309682755946,0.2620779858773419,52
0.05832718642261021,150,632,0.6416733849606235,0.6990853823708203,13,1.7549203848008095e-05,0.006543580860510543,0.06163741449380797,10,6.978858592735736,656,0.5616365497166459,0.0062790565569878195,5,527,0.5597097302361482,0.8422529924540388,0.04942273295175661,7.98538217497893e-05,128,0.0001246141398106737,1.660270455441651e-05,13,223,0.6396926957699838,0.2627449982472192,53
0.06785122343781325,173,614,0.6219383919566992,0.6852183536707469,17,1.3624079617558506e-05,0.0009366408500362611,0.10241792091335368,11,8.73120020572445,596,0.5450848202659395,0.009731980067705997,5,490,0.6553067087394402,0.77676551804196,0.049378676692787685,3.127199220545753e-05,123,0.00010117858674780355,0.00019719529908005873,12,207,0.2862350741858936,0.261380687507856,54
0.0886314656289805,169,682,0.5317080364729894,0.7276761158061595,13,2.2218923044353387e-05,0.0008465829929875378,0.07696982991201988,12,7.089952590771275,601,0.533590622478852,0.010662556087933267,4,491,0.6570528332668624,0.7702709273696645,0.04217682659510642,3.235834419992965e-05,115,0.00017219043546880456,0.0002811258006208958,12,203,0.31393043582773233,0.2610287744819117,55
0.17907292904507735,168,738,0.5358086546460177,0.710404454394867,14,2.135116492937163e-05,0.0009873365462177042,0.07534195721865503,12,7.197817374946786,630,0.5925662484372095,0.05646245199775476,4,577,0.6863599810568647,0.7254044869492186,0.01591373125063052,1.587663499750004e-05,116,0.00017199743554093786,9.6785512232522e-05,11,214,1.156723834812159,0.26289503013237087,56
0.09184497059237773,187,686,0.5813166378526698,0.7158807226802718,23,0.009596864240128615,0.00038644263408798104,0.05144744111460031,12,6.29854390235911,702,0.529353488432796,0.014750588544426109,4,636,0.5366752107799986,0.6865977657256667,0.028349264197128597,2.3694427783829777e-05,115,0.00017301226350920778,0.00028463870726786464,12,203,0.16315472473981926,0.2617355201153947,57
0.053755351682950786,123,708,0.5179844296496121,0.7398825080405746,12,2.2779032244691807e-05,0.0001588913283320711,0.03713606605739109,12,9.95236748989321,509,0.5769465378647747,0.010769785293939692,4,416,0.6092906453347001,0.6449658119802408,0.05545115727385527,5.36875567828082e-05,125,0.0023425372055438697,0.00021043049239621235,10,237,0.6669049548259933,0.26317487930128897,58
0.1107226641361716,148,719,0.6671268535259365,0.7732280177628549,19,3.328118348799066e-05,0.0038135930132713863,0.05325799997396385,11,4.947799562702102,675,0.5064839299191415,0.021902888669475398,6,448,0.5722710708508654,0.8037461623135469,0.027173277264639136,3.282910876838305e-05,107,0.0001417541140983343,0.00012099244662999924,12,253,0.28014123931446516,0.2626499589160731,59
0.0845254120777275,197,775,0.709309507652244,0.5657816410648443,12,1.0027429449388476e-05,1.966104820491339e-05,0.06947318237522417,6,7.471486276186256,565,0.5278608714962388,0.005736890150663402,4,580,0.6431112040654918,0.5786996564616023,0.03707500556187821,0.00010131029713808789,118,0.001477980342605183,6.372009603330793e-05,11,192,0.3600092280213842,0.26362753852803006,60
0.06345227834542434,169,601,0.6165479968253132,0.682788775368963,17,1.3979925315301018e-05,0.0008295778564618169,0.08515662168797068,11,8.924582431100445,600,0.5426130770832246,0.007204349715578996,5,482,0.6599847679139003,0.7743360469682364,0.058852243093496584,3.4033242489577305e-05,124,0.00010068033003756556,0.0001935504672415334,12,209,0.13156923994233788,0.2612713758238656,61
0.054897060674909966,168,589,0.6064015946053781,0.6138369294846818,15,1.9589010058627923e-05,0.0006469183131883108,0.08777147944007602,11,8.827641673850847,617,0.5828962773841746,0.007083525496288437,5,466,0.6905619096105654,0.7720451621286987,0.020848618675394986,6.656285322592068e-05,126,0.00011917054247489889,0.009882129236259354,12,215,0.14835438739216564,0.2612797707541065,62
0.11516143419642716,165,658,0.6672449053528607,0.6900956780800075,21,1.4444698752059097e-05,0.00045140103879929693,0.16339412660802638,12,6.119254555669749,524,0.6321912069537778,0.007906925769435124,6,538,0.6527446400309663,0.7479793392588456,0.07099922155381448,1.3867086038754674e-05,121,0.00020617903091668267,0.00026613967102255093,11,206,1.493802221781214,0.2614393320808378,63
0.04198966541314265,75,518,0.7784685798442281,0.7139379435298077,24,3.925843223373144e-05,0.0002812405257413464,0.06053786006453095,11,4.10610883987499,721,0.5372066115469305,0.011154757740651252,5,480,0.586436991494547,0.8004850724170306,0.03656481967286247,3.839893005689668e-05,115,0.0001671273676106021,0.0001742120792022547,12,225,0.12656526286876615,0.2654761348165846,64
0.067564334439489,182,631,0.6230783968614131,0.6770076894224744,18,0.03484331570690277,0.0016960939590486544,0.12980090100605451,11,7.683917918240213,469,0.6046302928429571,0.009477811133341613,5,506,0.6705405812077556,0.7007718205253225,0.009049467616904356,2.395087588760962e-05,107,0.00028693951984155863,0.00012979490737388637,13,198,0.21749119019039467,0.26185130819175856,65
0.03688091323547424,204,574,0.5695781854322115,0.6282768571837067,60,2.3993420004699076e-05,0.001130486810851496,0.041166110925761404,10,3.5301500664859966,389,0.5689456665024355,0.007083130189933153,4,700,0.6077840336486245,0.8305475146996086,0.03640926733010726,7.743013102476e-05,112,0.00013344994889097632,0.00034877736185595995,12,216,0.07482898539358462,0.26538814505436453,66
0.09440365428262468,152,678,0.5250820457458119,0.7460084337186227,21,1.0874895167110915e-05,0.0028388755906569602,0.07495725488218231,11,5.792063244183952,639,0.5151058316898364,0.03592695069663975,4,433,0.6192177777637087,0.860923191566344,0.06683214258645073,2.571005066371342e-05,128,0.0001608575502661925,4.841287132364329e-05,8,210,0.31046642369771904,0.2615838495460221,67
0.16521997773418082,132,599,0.5434682407496734,0.727166759694168,12,2.8673256917124952e-05,0.0006534089383955824,0.08491117250096364,12,4.703419349844558,777,0.5394053650339847,0.015121761769848727,6,589,0.6985614909112194,0.7384154577220848,0.018417691318869264,5.0000081151029e-05,122,0.00010175294007288363,8.522382621931715e-05,11,228,0.6402498294299055,0.26153616300504634,68
0.0795610097511997,114,527,0.5895590209868816,0.6475006929532304,14,1.8776687212667585e-05,0.004674179867040952,0.10708102262746844,9,9.25449476674385,576,0.6187322707707504,0.005168023874578288,5,401,0.6411554376114876,0.7658623167892661,0.0029963886510270647,0.00015386972637859041,119,0.00022682481944614083,2.7066958147084956e-05,12,187,1.137064919403111,0.2647757845849409,69
0.06313936401537139,156,648,0.6814286099456957,0.5969883252548183,18,4.807212458732277e-05,0.002130151986719367,0.1354057186976062,10,2.3696826574309195,678,0.5466318574844761,0.008668278188867961,4,383,0.7647370843097205,0.7940891703515203,0.011923935087724526,0.015783345527798077,97,0.00047485342257462835,0.0004853897923691189,13,203,2.203651585537577,0.2611385046929727,70
0.06236629294937149,157,642,0.6844753676379052,0.602376862337825,18,4.077760262823811e-05,0.002145849706520225,0.13688880299275044,10,2.3308480818116615,677,0.6497758410665914,0.008615408899381585,4,465,0.7468822304827798,0.7867670977570068,0.012237472980166132,0.02200881240561186,98,0.0008961936544384909,0.00045963457793522425,13,204,2.098241063465081,0.2613927664008454,71
0.04942369882786892,175,620,0.6592767680903906,0.577838237604203,16,1.3532360428647352e-05,0.013079725900078491,0.16578576228153463,10,3.265390893322327,695,0.5489589730764286,0.011109874141564129,4,547,0.759496770547085,0.8079837209582458,0.06055508382636494,0.013639022991047516,86,0.00047353425902208585,0.00023809102763350573,13,217,0.8199006036769004,0.26057786113086845,72
0.052173267778652416,175,617,0.7549430490558219,0.5649785593842251,15,1.4481504244996654e-05,0.012443131010131727,0.09443534745485362,9,2.8544860856803598,643,0.5481311830359339,0.01119973726512916,4,556,0.7689484655072489,0.7534265942249033,0.043282134431473746,0.0170149138905834,88,0.000547586464694119,0.0002469862548080221,13,199,0.8402492113634177,0.2619507390689125,73
0.04007409396610907,183,664,0.6565923807457654,0.5859273970403264,17,2.4210191284941724e-05,0.008814045087477735,0.16067812993215605,10,3.1454474106744064,613,0.5111548973113861,0.0062562230693674805,4,539,0.7585099401206706,0.8441760421165482,0.06559951830458091,0.01070552557154596,96,0.000712939191501463,0.00030703772968310405,12,210,2.6240286805601376,0.2611285731112819,74
0.026358532478225137,185,695,0.6537363530882838,0.5835682918379803,11,2.2118741952461018e-05,0.009300843202146363,0.15884959554965833,10,3.1639215439989066,689,0.5159670982439615,0.005766674239150413,4,616,0.7625599345189422,0.8091548971031975,0.02446756285013953,0.014646847460733638,91,0.0006374896989759783,0.0007082749222838894,13,217,2.517417727618899,0.2605255105449985,75
0.032570861488738063,184,698,0.6539725865886982,0.5803055049081355,10,8.18373909437088e-05,0.013813718306319724,0.16304044135433354,9,3.0580935362619024,701,0.5226174824889387,0.00626918664481375,4,614,0.7992607683742301,0.8116309301846779,0.029746275571018728,0.009926342636761714,91,0.0006378274174381751,0.0007287976220108046,13,195,4.017099164663472,0.26119437291338904,76
0.026716001838150347,192,759,0.7288896878925376,0.5150710640987712,12,2.565095843505434e-05,0.009366406097098873,0.1479219124928443,10,3.2517645187031565,611,0.5112605706276525,0.005453854163354842,4,656,0.7558762632522747,0.7954069140917006,0.011728358198262874,0.010929990922553173,96,0.0007233928735071662,0.00032195628108154967,13,210,2.996732171910555,0.2598103865797019,77
0.020634429496738736,201,798,0.7261467232312704,0.5275058805644608,11,2.5172974152392733e-05,0.009933458515925904,0.2093826678271611,5,3.267820942026847,609,0.5157152430132673,0.0051511424920900745,4,655,0.7307503955563438,0.8778041510851012,0.07894369929677589,0.0031750241395876616,85,0.0007616957293216133,0.00030709597407485936,13,211,5.309817600578826,0.26189028714498835,78
0.027724226914077225,193,758,0.7034487418834127,0.5489986866703549,13,0.004065995812900609,0.01935151626190046,0.1578525645454229,8,2.8242386083144426,717,0.5054022720461089,0.005926579214601106,3,640,0.789930062215741,0.8448007419633792,0.04037369382642696,0.008996274991300358,95,0.0006713527495342169,0.0003893456276355067,14,231,2.574245186071302,0.2606325415188757,79
